"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000002330",178.345798292393,0.0863556066126463,0.152044766290549,0.567961717587999,0.570060962778647,0.75977928206822
"ENSG00000002549",1255.66997191449,0.184043380837219,0.106371845165773,1.73018885354861,0.0835965391728514,0.217335227055206
"ENSG00000002586",8299.39631133115,0.0871177135318926,0.082353566280518,1.05784992036831,0.290123869716954,0.512170149695467
"ENSG00000002746",108.620125744862,0.0998958198371862,0.19407959208107,0.514715734745866,0.606751676489615,0.785977943204355
"ENSG00000002822",350.393986885032,-0.162783644534624,0.130867548469773,-1.24388090430396,0.213543398344386,0.420399316598271
"ENSG00000002834",7180.49667257707,0.393992178007791,0.0941600283257753,4.18428270480819,2.8606793050107e-05,0.000263754631921987
"ENSG00000002919",250.924031314052,0.401779681958575,0.137934915537056,2.91282073428781,0.00358180158593017,0.0181562550763888
"ENSG00000002933",541.125661485326,0.359132291639128,0.145646499382846,2.46578045583584,0.0136715101299044,0.0542545150922748
"ENSG00000003056",1067.09243990859,-0.0752181667277557,0.0927774570584236,-0.810737533799719,0.417516413823377,0.636030280707606
"ENSG00000003096",378.746234635411,-0.943598223356417,0.142732885507784,-6.61093776672062,3.81893019825132e-11,9.00269397303678e-10
"ENSG00000003137",104.789830707931,-0.901248762164438,0.286130150886185,-3.1497860654431,0.00163390060545617,0.00934236085185447
"ENSG00000003249",116.596992534103,-0.283299341209628,0.190037051238645,-1.49075845664362,0.13602492238781,0.310817790437573
"ENSG00000003393",852.429549715659,0.169237127965154,0.0961156315104947,1.76076591606929,0.0782780309220536,0.206797548739637
"ENSG00000003400",80.3323083343985,-0.410408129479448,0.22152805192293,-1.85262374636973,0.0639363064165324,0.17869433164176
"ENSG00000003402",2549.95495576688,1.18780892641102,0.121220136316056,9.79877570269397,1.13958466828601e-22,8.7558088679975e-21
"ENSG00000003436",4477.49974992209,-0.199245271979996,0.150802386462026,-1.32123421024354,0.186423282759469,0.385242286225396
"ENSG00000003509",291.314764433561,-0.0537601091101737,0.134242337818896,-0.400470596561723,0.68880993608948,0.838679235729441
"ENSG00000003756",2121.2288736718,-0.191393036452382,0.0958497974065409,-1.99680167961754,0.045846731055567,0.139735650364942
"ENSG00000003987",25.5428389888975,1.00236957617456,0.361492865024434,2.77286130144453,0.00555657982149324,0.0261757021622202
"ENSG00000003989",38.4713780666898,0.555744605766568,0.367338015086771,1.51289706739253,0.130305806954919,0.301611600031219
"ENSG00000004059",1227.24827128654,0.363934673170829,0.0891358672418222,4.08292065172248,4.44732113379956e-05,0.00038934185457632
"ENSG00000004139",85.0323249230065,-0.16915754299831,0.215107608034234,-0.786385681771838,0.43164156923825,0.648106711578575
"ENSG00000004142",1462.46016714284,0.140917480640954,0.087884531761027,1.60343894218078,0.108837779235243,0.264205543464895
"ENSG00000004399",3639.91280982423,-0.0416576782135048,0.113479459367588,-0.367094436699468,0.713548576926838,0.854466569209742
"ENSG00000004455",1226.82611810876,0.0274845990315081,0.120286518512548,0.228492763539756,0.81926318120336,0.913681322172633
"ENSG00000004478",467.218504627604,-0.076075187850276,0.113189018382592,-0.672107497152534,0.501515264023335,0.706171764476202
"ENSG00000004487",1240.00504962018,-0.302148498735109,0.0885250957319468,-3.41313947459612,0.000642190663008554,0.00418280857271976
"ENSG00000004534",1287.59611997078,-0.190776035917044,0.0924657010683241,-2.06320866778566,0.0390928069734725,0.123742938114009
"ENSG00000004660",78.2802141997583,-0.568683534758581,0.262836440844688,-2.16364037243458,0.0304919605274195,0.102210579057373
"ENSG00000004700",1037.02250183428,0.365945453143141,0.101858233531909,3.59269388888923,0.000327276970236636,0.00231324045913424
"ENSG00000004766",479.751763132914,-0.032926967697748,0.112064156975314,-0.293822472648426,0.768893561970795,0.886580806952499
"ENSG00000004776",2779.66781436266,-0.0764719802945216,0.0909390999594543,-0.840914197838081,0.400396003941886,0.620445572494821
"ENSG00000004777",97.3692183103448,-0.411410237508111,0.209369766752432,-1.96499353220649,0.0494149861360262,0.148030886265973
"ENSG00000004779",366.299923058418,0.1017727414678,0.126595962314552,0.803917752249679,0.421444476911515,0.63925943117521
"ENSG00000004799",915.613541323728,2.64221174024983,0.629051355580178,4.2003116547025,2.66547822986824e-05,0.000248937966814256
"ENSG00000004838",12.8338438558258,-0.415884333339269,0.536353384055953,-0.775392391848662,0.438107829428252,0.654087579812097
"ENSG00000004846",18.0498237511546,-1.69959166741222,0.542029629459213,-3.13560657026797,0.00171499105016638,0.00971730674925273
"ENSG00000004864",150.679411619188,-0.00337631537788987,0.169998121897641,-0.019860898109938,0.984154337775421,0.992036574060463
"ENSG00000004866",412.944159650827,-0.564702617736103,0.134822349198756,-4.18849412647168,2.80811577047169e-05,0.000259629467001382
"ENSG00000004897",1520.68352892397,0.0515422755874678,0.088929648619085,0.579584833492825,0.562194623139028,0.755113464358637
"ENSG00000004961",438.181171337606,-0.149388404785762,0.132019814269043,-1.1315604828933,0.257819261744511,0.475101984000877
"ENSG00000004975",993.71777312829,-0.322694243078493,0.0980886675008314,-3.28982186526041,0.00100250827041052,0.00612578323112406
"ENSG00000005007",2265.65567071642,0.236591401822438,0.0838925373882889,2.8201722011029,0.00479978845621975,0.0231764007039345
"ENSG00000005020",756.990526724401,0.214896159295238,0.1098321336183,1.95658731389184,0.0503960077266014,0.150075748112449
"ENSG00000005022",1120.88428527306,-0.0353990159994586,0.0950647827039795,-0.37236729514953,0.70961940064448,0.852772327629732
"ENSG00000005059",212.121615794651,0.0844345314425954,0.152705490877112,0.552924003960953,0.580315449841599,0.766731566401654
"ENSG00000005075",819.246132506196,0.0543490729614418,0.108695382871676,0.500012710067047,0.617066127932595,0.792756576805183
"ENSG00000005100",485.924832268171,0.358210007558354,0.131082862964738,2.73269899250458,0.00628177123111293,0.0290396310171449
"ENSG00000005108",10.5764293918007,0.552616703140683,0.561530567969545,0.984125770995702,0.325053677161003,0.547827050868979
"ENSG00000005156",205.991883501509,-0.394807032641624,0.168862270383327,-2.3380417173439,0.0193850841516809,0.0718434248730005
"ENSG00000005175",312.781027493707,-0.226323823500546,0.135509094749792,-1.67017441831809,0.0948848598029781,0.238123262254684
"ENSG00000005187",8.75365564776239,0.0242450039457284,0.626151885844913,0.0387206434953283,0.969113114620809,0.985080005527466
"ENSG00000005189",75.480074638491,-0.368736715546312,0.259888803237172,-1.41882493956389,0.155950059839339,0.341714707300457
"ENSG00000005194",456.123200543824,0.16372918332433,0.109872169615964,1.49017884962691,0.136177216039783,0.31101179382484
"ENSG00000005206",660.289394981594,0.0621344605680931,0.108275932478324,0.573852925076696,0.566067330864517,0.757311843855504
"ENSG00000005238",704.469733524356,-0.18579205091529,0.109006393373047,-1.70441425650571,0.0883037223510284,0.22608514442453
"ENSG00000005243",1019.19090436515,-0.100269797929021,0.0933539426062485,-1.07408209155068,0.282785890241068,0.503661154157626
"ENSG00000005249",298.528369522713,0.604734808884041,0.178640138046853,3.38521239121206,0.00071123199292474,0.00458214524634277
"ENSG00000005302",462.890687989656,0.143482412434471,0.124764193262313,1.1500287757466,0.250132019530632,0.466011351502183
"ENSG00000005339",2561.43349421926,-0.104428279106048,0.102398736916283,-1.0198199924226,0.3078138396793,0.530695874020119
"ENSG00000005379",152.451169978404,0.237969261717248,0.185655651698579,1.2817776326228,0.19992066270364,0.40250919789271
"ENSG00000005436",257.646318102479,0.145591894480342,0.132114608464235,1.10201208006271,0.270456419887797,0.490653120294914
"ENSG00000005448",232.682316827037,0.301734444136096,0.169121332331439,1.78413000877244,0.074402542072517,0.199641808930556
"ENSG00000005469",422.80896363554,-0.244732445591302,0.133454996204607,-1.83382003335484,0.0666807129445193,0.184285280937093
"ENSG00000005471",33.7408223787309,-1.12408563885725,0.347072981712851,-3.2387586994232,0.00120051093130357,0.00719006835651896
"ENSG00000005483",1700.11662097469,0.0826774263796135,0.0907105378959306,0.911442356063049,0.362062344938704,0.582472535537294
"ENSG00000005486",851.724061696595,-0.114319880289325,0.0988618505787861,-1.15635990647596,0.247533973971035,0.463206059917881
"ENSG00000005700",1160.25821001516,-0.0580322760845923,0.0980305807378646,-0.591981355693195,0.553863073332699,0.748071794784294
"ENSG00000005801",210.921777480021,-0.30645919690933,0.15257886794722,-2.00852975928056,0.0445870269613386,0.136600756775037
"ENSG00000005810",2424.50077123282,-0.0246083464895726,0.093187754729793,-0.264072748194512,0.791723862530275,0.898423878465124
"ENSG00000005812",1411.69702951445,0.466223586215449,0.112014105581762,4.16218639424067,3.15214881095511e-05,0.000287913460058611
"ENSG00000005882",643.407578851987,-0.0700304553086602,0.116762090555089,-0.599770481803934,0.548659208251052,0.744099715627561
"ENSG00000005884",1286.84436825386,0.345893944191878,0.127464325593198,2.71365295805039,0.00665458391740638,0.0303731517217791
"ENSG00000005889",788.177007999638,0.0793377845524259,0.0966640517237174,0.820757904698502,0.411784180653447,0.631430311570231
"ENSG00000005893",5178.82135294704,0.0643431443924632,0.0768142001514789,0.837646480280696,0.402229279920305,0.621919380522423
"ENSG00000005955",1430.34873201613,0.105194984730141,0.102004397812259,1.03127891528514,0.302410042946698,0.524964060384105
"ENSG00000005961",8.40707311375731,-0.265869292186707,0.669267147545215,-0.397254359730462,0.691179899785388,0.840353232002806
"ENSG00000006007",2207.67991652917,0.166291648207831,0.0867308195842931,1.91733052915767,0.0551959537944246,0.160622838711603
"ENSG00000006015",373.030504779174,-0.0444428536119309,0.136579318104168,-0.325399586327081,0.744878668556307,0.873099722913189
"ENSG00000006016",146.50503518981,0.285627802481924,0.217229481322828,1.31486665963838,0.188554719532406,0.388052346894817
"ENSG00000006025",160.625635613271,-0.951561039073634,0.175839160525555,-5.41154220839984,6.24842619554919e-08,9.70055015353923e-07
"ENSG00000006042",3092.57668655815,-0.0344866876291036,0.0805131621375805,-0.428336022502419,0.668406496263408,0.826132186790867
"ENSG00000006062",197.239969818008,-0.700634328613111,0.193446125841774,-3.62185763899031,0.000292495079896159,0.00209596215283103
"ENSG00000006114",997.69545641392,-0.515897972242994,0.0962055806319064,-5.36245370439453,8.2099014011978e-08,1.23416235194093e-06
"ENSG00000006118",434.711647213149,-0.505113357170651,0.118906948913189,-4.24797172736661,2.15714609421323e-05,0.000206340037922552
"ENSG00000006125",6753.1855407529,0.0390315265862735,0.1056144596191,0.369566125008272,0.71170579513668,0.853555799799491
"ENSG00000006194",553.21176257907,0.098527329383332,0.122368929601289,0.80516622727976,0.420723762594339,0.638764208582532
"ENSG00000006210",9.62065888327034,1.30762418570076,0.649105664182321,2.01450127129606,0.0439569315323672,0.135249452258498
"ENSG00000006282",1372.11806080931,-0.111695130432548,0.0890431847282568,-1.25439280696688,0.209699265738846,0.415294631766335
"ENSG00000006283",63.065114156899,-1.46612211769943,0.279098019312692,-5.25307245572688,1.49582656504037e-07,2.16431889044551e-06
"ENSG00000006327",559.805261249899,-0.259321208456592,0.209519082858321,-1.23769732531689,0.215828311280399,0.423541049309388
"ENSG00000006451",1097.44528791843,-0.560342294913289,0.117719743930833,-4.75996868666756,1.93622996886803e-06,2.28872311704656e-05
"ENSG00000006453",152.179976112885,-0.211081714091922,0.163676383507228,-1.28962840923596,0.1971797070072,0.39955975793547
"ENSG00000006459",396.41956354321,-0.0104638283194513,0.184956032935436,-0.056574679686734,0.9548840049137,0.97863176966856
"ENSG00000006468",200.136521718287,-0.266497710066091,0.206706319655621,-1.28925767973656,0.197308518450241,0.39961481763473
"ENSG00000006530",309.68519841771,0.00169501932192299,0.12462836963987,0.0136005897118046,0.989148633992621,0.994722821895506
"ENSG00000006534",1144.14243966375,0.446626773107546,0.117493589077136,3.80128632222077,0.000143946845071547,0.00111632796299411
"ENSG00000006576",1072.5985989275,-0.432830534863765,0.0975789285056319,-4.43569673793644,9.17749711979882e-06,9.43678700125039e-05
"ENSG00000006607",879.375378103986,0.595307481844391,0.115827480407331,5.13960486536418,2.75316808410978e-07,3.80129596704542e-06
"ENSG00000006625",194.510986695031,-0.165612843885718,0.157599277010586,-1.05084773881668,0.293328526186869,0.515240728764739
"ENSG00000006634",85.6213998987949,-0.361050511681512,0.203318875684404,-1.77578451811795,0.0757684404460616,0.202032943066009
"ENSG00000006638",65.8872293404806,-0.647007685979455,0.23575936242398,-2.74435627636244,0.00606296968572803,0.0282167820819805
"ENSG00000006652",1076.28878304779,-0.0462354465455962,0.0953329207686622,-0.48498930036763,0.627683935335714,0.800756598572642
"ENSG00000006695",184.518055970558,0.222057216017411,0.163482324384787,1.35829495239349,0.17437011130152,0.369274853951589
"ENSG00000006704",281.535396422485,-0.226300358217896,0.150034385321184,-1.50832329357998,0.131471804345197,0.303411003198907
"ENSG00000006712",1103.20549533126,-0.204958767177922,0.101802133030672,-2.01330523316413,0.0440825281710646,0.135455218945934
"ENSG00000006715",2219.80973497457,-0.0655973197241344,0.0872892362680106,-0.751493798418926,0.452355531635993,0.666248882058124
"ENSG00000006740",35.6489823550585,-0.0508351428751832,0.311959285731433,-0.162954414887805,0.870554326477469,0.937418446503954
"ENSG00000006744",925.340273408304,0.16217886067771,0.106549221044891,1.522102734185,0.127983341022188,0.297730800056663
"ENSG00000006756",439.407946813574,-0.00711329957224363,0.130056764217483,-0.054693807085256,0.956382403209454,0.979639696559937
"ENSG00000006757",148.256548715882,0.0133862261276228,0.18035914952043,0.0742198339436416,0.94083546417093,0.97253577243348
"ENSG00000006788",10.2578535363981,3.18884527605698,0.879988706526956,3.62373431886684,0.000290379890102166,0.00208440512808631
"ENSG00000006831",1095.79431465855,0.239579382669157,0.0935534295222377,2.56088295097946,0.0104406525576698,0.0437889992032066
"ENSG00000006837",11.6801057094992,-0.745146449860536,0.5330974065206,-1.39776791398017,0.162182772528304,0.351381892020854
"ENSG00000007047",782.845933894285,0.087855316904266,0.103123522286079,0.851942553518905,0.394245977028643,0.614862809609286
"ENSG00000007080",650.473744015446,0.238093663944443,0.114011677237024,2.0883270004831,0.0367683474649068,0.117823420453291
"ENSG00000007168",3295.95324259937,0.104339592082664,0.0777703510887584,1.34163714862985,0.179713674991108,0.376406439859067
"ENSG00000007202",4260.86532807024,-0.00912050342333173,0.0889872780830288,-0.102492217087727,0.918365990182634,0.961347418510848
"ENSG00000007237",428.049807314152,-1.40681318484921,0.188192938634189,-7.47537710532162,7.6982772373067e-14,2.58102240465337e-12
"ENSG00000007255",129.177255692644,0.256373875743247,0.210230925272633,1.21948697800181,0.222659415380367,0.432130480032367
"ENSG00000007341",154.271235289504,0.123148869999037,0.183200884178831,0.672206744803837,0.501452087718691,0.706171764476202
"ENSG00000007372",32.26914915927,0.301620621285748,0.326911272216243,0.922637568417141,0.356196110771433,0.577774694033264
"ENSG00000007376",251.378937736252,0.105526732544026,0.135496174946783,0.778817059488741,0.43608748702407,0.652673769731067
"ENSG00000007384",1830.50678264009,0.0608435147601502,0.0989886822842504,0.614651224323154,0.538785077898827,0.736182871135265
"ENSG00000007392",670.601620492899,-0.176059647611662,0.101909196046393,-1.72761295782877,0.084057638108724,0.218176503292522
"ENSG00000007402",17.9424519425696,0.342818854119353,0.505996169940823,0.677512745125021,0.498080686374376,0.703561755985117
"ENSG00000007516",8.16538606502024,0.361712381380542,0.62094095323785,0.582522991106352,0.560214459856063,0.753629026939489
"ENSG00000007520",452.685286949826,0.101660555990284,0.125212637121192,0.81190332164227,0.416847108323839,0.635436264328321
"ENSG00000007541",648.071810509333,0.159997566873142,0.128456114978712,1.24554262675355,0.212932356779456,0.419594561043915
"ENSG00000007545",211.103193640236,0.0907027825864146,0.146271821870632,0.620097442053025,0.535193636153971,0.733328400397235
"ENSG00000007866",1622.06582738515,0.592986004110484,0.0866940481651467,6.83998517384819,7.92013769733494e-12,2.02843526581745e-10
"ENSG00000007923",615.152322258466,0.0296953917686575,0.102485562986823,0.289751950452529,0.772006009558088,0.887948696002913
"ENSG00000007933",861.055619841585,0.242935197025735,0.113714729201184,2.13635646615254,0.032650369606544,0.107628565689791
"ENSG00000007944",340.274922921402,-0.50025101598895,0.12274161036857,-4.07564325159812,4.58873229415436e-05,0.000399761685846644
"ENSG00000007952",9.82297361452978,0.632509663102782,0.570851492059551,1.10801087831229,0.267857117876851,0.486948924119204
"ENSG00000008018",1522.84897429786,0.0407812362399331,0.0850519845551633,0.479486004391621,0.631592922422394,0.803581427516256
"ENSG00000008056",18.0830430380847,0.700484361803849,0.458012733653789,1.52939931651189,0.126165481792101,0.294741319794723
"ENSG00000008083",301.702741319836,0.438940461657644,0.14414383492654,3.04515598520979,0.00232559660366904,0.0126005880621911
"ENSG00000008086",102.650760480171,-0.24276033896429,0.229485123086877,-1.05784782777569,0.290124823890521,0.512170149695467
"ENSG00000008128",22.3488342469907,-0.209903030906317,0.383373241811911,-0.5475161227066,0.584024196975243,0.769426496229351
"ENSG00000008130",1666.96510463158,0.773546033248788,0.124899067333148,6.19336917212903,5.88915729673323e-10,1.22784490573599e-08
"ENSG00000008256",3721.6744519808,1.18073748101479,0.104068052029518,11.3458209122612,7.77927326688291e-30,9.70712925843525e-28
"ENSG00000008277",18.1020285497148,-0.284513399978638,0.423308660502859,-0.672118070158682,0.501508533553094,0.706171764476202
"ENSG00000008282",1967.99672271247,0.277239147696563,0.107552246588267,2.57771600771757,0.00994556988505995,0.0421532529544894
"ENSG00000008283",521.966920790745,0.00503628004917189,0.111160988774813,0.0453061825437183,0.963863259543275,0.982391122973665
"ENSG00000008294",2907.6116305271,-0.0337964988768296,0.0803132303486685,-0.420808610612559,0.673894843510105,0.829855221703176
"ENSG00000008300",87.4455743109422,0.261184659856821,0.211131163986449,1.23707298783037,0.216059987017496,0.42389544207854
"ENSG00000008311",722.985700952922,1.09306449734924,0.107754140912065,10.1440602476823,3.52151361820799e-24,3.07594947409368e-22
"ENSG00000008323",7.72662031172686,0.501723859220384,0.648881457232359,0.773213433098182,0.439396077476654,0.654850383557211
"ENSG00000008324",122.012565967143,0.535586281138678,0.210190874169674,2.54809483644058,0.0108313021636116,0.0450178539211864
"ENSG00000008382",82.5903077586994,0.0607231455827107,0.20918079061964,0.290290257546284,0.771594191469429,0.887598059307316
"ENSG00000008394",3594.96642452503,0.102893404457008,0.0946037172892367,1.0876253851889,0.276760519437718,0.497348203558591
"ENSG00000008405",268.522244682341,0.0861937334480742,0.158965977904066,0.542214973194398,0.587670421580358,0.772207309307017
"ENSG00000008441",10822.1541292949,-0.329050960819388,0.0715560445461078,-4.59850684741749,4.25529731286973e-06,4.72380697019305e-05
"ENSG00000008513",1571.14283169499,-0.597842753201362,0.0977479338984355,-6.11616767084354,9.58524730272922e-10,1.94947014995213e-08
"ENSG00000008517",183.074497159656,-0.752263320453348,0.188770020160971,-3.98507834989829,6.74578636911585e-05,0.000568578316819942
"ENSG00000008710",5434.61872457762,0.477727207500855,0.129951971939171,3.67618282640969,0.000236749881840612,0.00174008017671692
"ENSG00000008735",17.3811395964623,0.374677611381984,0.461954427924159,0.811070505516393,0.417325182553489,0.635814626793143
"ENSG00000008838",1153.24917325491,-0.0283629391076976,0.095562505965101,-0.296799867492545,0.766619306640673,0.885473583093911
"ENSG00000008853",559.386781268066,0.545033968030498,0.118842417921481,4.58619049968002,4.51406752932331e-06,4.97777174197008e-05
"ENSG00000008869",709.259086830232,0.0394115164777162,0.0979374960676571,0.402414989765411,0.68737864011748,0.838170902918883
"ENSG00000008952",5090.29321080406,0.170524540946785,0.0824824941570144,2.06740281910211,0.0386962128399969,0.122792036002407
"ENSG00000008988",10833.9886362837,-0.0401757748502255,0.0752031425143432,-0.534230000329613,0.593182415447359,0.775948243616644
"ENSG00000009307",15807.2602828993,0.00654708740436921,0.0795496675769776,0.0823018826324298,0.934406657377228,0.969415721863807
"ENSG00000009335",2105.09953852754,0.205013102099976,0.0818234386181296,2.50555471100124,0.0122259481995225,0.0495850039880929
"ENSG00000009413",7595.98501212762,1.09292450816881,0.127175823776816,8.59380718529346,8.41341590779204e-18,4.07081779608504e-16
"ENSG00000009724",39.3628887855963,-0.402046678573099,0.291868781857987,-1.37749120003084,0.1683604336444,0.36094945830803
"ENSG00000009780",174.683566904932,0.563688688243121,0.176708948746103,3.18992723482857,0.00142308620031252,0.00830433846005155
"ENSG00000009790",11.8539231859367,-0.222638432847701,0.510646482526711,-0.435993276103797,0.662841608032099,0.822663010133646
"ENSG00000009830",419.891795541395,0.0826411450108075,0.120648410403268,0.684975000785993,0.493359696330555,0.69987157195503
"ENSG00000009844",845.04449982984,-0.0582897227806933,0.0989069421866823,-0.589339044277338,0.555633858051733,0.749733168010685
"ENSG00000009954",2945.634462038,-0.0432291424820577,0.0925021016092236,-0.467331463069669,0.64026274934757,0.808722169736835
"ENSG00000010017",1859.25058409712,0.718199508507704,0.125146853348421,5.73885390876082,9.53193986713938e-09,1.67932138041449e-07
"ENSG00000010030",14.725915127624,-0.849739894277603,0.473242789606968,-1.79556860228831,0.0725631531186805,0.196133820409463
"ENSG00000010072",170.492092912582,-0.0662913535067567,0.156721568428981,-0.422988068402321,0.672303966399858,0.828757084332767
"ENSG00000010165",907.619591918539,-0.0312361846505799,0.104217507913995,-0.299721085984491,0.764389913334531,0.883971661617691
"ENSG00000010219",186.850372795021,-0.242549541868756,0.148867872772427,-1.62929406695788,0.103250781549647,0.254084711099926
"ENSG00000010244",2030.94933365105,0.117867874941744,0.0806219702160116,1.46198207046961,0.143746123187266,0.323165898186923
"ENSG00000010256",1797.89372326018,0.469510839629921,0.0939005303978274,5.00008719482999,5.7304393175702e-07,7.4361336241703e-06
"ENSG00000010270",770.395717439531,0.0465516000072626,0.105928932437724,0.439460673642023,0.660327771427872,0.821252974716499
"ENSG00000010278",3888.0336373879,0.567050218011188,0.0976241251339266,5.80850499027033,6.30331512816781e-09,1.14578113764593e-07
"ENSG00000010292",1193.15049678523,0.0266051112323071,0.106209976392706,0.250495406702061,0.802204256420544,0.903738542978377
"ENSG00000010295",1204.82989798775,-0.0762385270660703,0.0985932877525285,-0.773262853932114,0.439366834714106,0.654850383557211
"ENSG00000010310",14.3539182188587,-1.1298463017031,0.488678663309179,-2.31204344804443,0.0207752891056408,0.0756775017553151
"ENSG00000010318",73.8426850570837,-0.0376657437980989,0.242096382850468,-0.155581604956747,0.876362825478643,0.94094050926076
"ENSG00000010322",2570.7179007525,-0.267105413945225,0.0825287072587551,-3.23651518141148,0.00120998790098042,0.00723638169537693
"ENSG00000010361",183.172187673192,0.15256903470043,0.158399281054073,0.963192722120672,0.335450816759601,0.557662201236335
"ENSG00000010404",1953.41242310766,0.188060344974491,0.0919074402298671,2.0461928273069,0.040737402768328,0.12773057554188
"ENSG00000010438",14.2999641047921,0.0878463793213487,0.517513286113501,0.169747099598294,0.865209031416838,0.935332058278298
"ENSG00000010539",121.321510429022,-0.12923108635084,0.182225702694999,-0.709181440595903,0.47821188918019,0.688076302396376
"ENSG00000010610",58.0758898321591,-0.257721797066714,0.258345873854239,-0.99758433615287,0.318480959727776,0.541492675713776
"ENSG00000010626",143.012419526488,-0.242481463008237,0.170081785036285,-1.42567567101031,0.153961982304156,0.338649067482772
"ENSG00000010704",457.396614126,-0.16029664471393,0.134116218144076,-1.19520701472307,0.232006158543793,0.443591498524515
"ENSG00000010803",764.116202435379,-0.00736196168425615,0.101619669662509,-0.0724462272777123,0.942246797368756,0.973209350829716
"ENSG00000010810",1685.07626573491,0.0548931133323922,0.0917536060513984,0.598266549890609,0.549662092351965,0.744724850232743
"ENSG00000010818",1413.66249647971,-0.358417711853568,0.0936243814002328,-3.82825185590681,0.000129056658123881,0.00101220429972775
"ENSG00000010932",32.4817823397824,1.16484227281766,0.951394163162723,1.22435297368797,0.220819101253864,0.429524509319275
"ENSG00000011007",1101.4508105405,0.178093381259034,0.0950676562862083,1.87333303687293,0.0610224105579666,0.172467289785425
"ENSG00000011009",464.835101174131,0.212195839655511,0.112894525488285,1.87959370693782,0.0601634715901599,0.170705428239058
"ENSG00000011021",620.890449831488,0.0885165631922754,0.111903054461092,0.791011144589015,0.428937488135137,0.645546002734721
"ENSG00000011028",16672.6230423947,-0.22309375445077,0.0802615787367709,-2.77958343159978,0.00544286698043502,0.0257130146334471
"ENSG00000011105",3563.40976637618,0.286534066029409,0.0894012319114059,3.20503487371803,0.00135046117239464,0.00793354110338456
"ENSG00000011114",1189.57262271585,0.0592556096868979,0.0948653025285113,0.624628901268605,0.532214646577518,0.730513131635141
"ENSG00000011132",191.158330435174,0.0978001892700409,0.154937254228163,0.631224489921698,0.527893751297144,0.727047692657876
"ENSG00000011143",143.569274164126,-0.306914105594896,0.1652009095781,-1.85782333994838,0.0631941055292573,0.177037369237602
"ENSG00000011198",1160.97585617852,1.12241326990897,0.176855120609428,6.34651270509571,2.20250365472608e-10,4.77189956316371e-09
"ENSG00000011243",658.125762745258,-0.187397307464521,0.115191104994479,-1.62683835243617,0.103771433780622,0.254950512956803
"ENSG00000011258",369.438555268963,-0.307331623547008,0.13070183089034,-2.3513949380316,0.018703170575114,0.0697993746041359
"ENSG00000011260",409.449832898657,0.247168387469945,0.121454462430856,2.03507044963998,0.0418437848430668,0.130142326322252
"ENSG00000011275",1721.7363256895,0.00863272064192169,0.0825336454748186,0.104596381175912,0.916696086358506,0.960508128619595
"ENSG00000011295",407.268711651886,0.126608778268792,0.128298056119222,0.986833176577047,0.323724427566686,0.546621775524264
"ENSG00000011304",3594.48864269532,0.348442988270771,0.0801612320513851,4.34677685651601,1.38152640265409e-05,0.000137046097898669
"ENSG00000011332",11.0867979615675,0.189659827721777,0.546710077710116,0.346911160877376,0.728658061588463,0.864451296741879
"ENSG00000011347",148.602142915569,-0.916776562172186,0.195054629211578,-4.70010153503072,2.60032169564078e-06,2.99271420671667e-05
